profile_key,model_family,make,model_variants,aircraft_category,typical_engine_type,typical_engine_count,total_incidents,first_incident_year,last_incident_year,years_in_record,incidents_per_year,destroyed_count,substantial_count,minor_damage_count,pct_destroyed,pct_substantial,pct_minor,total_fatal_incidents,total_fatal_injuries,total_serious_injuries,total_minor_injuries,pct_fatal_incidents,avg_fatals_per_fatal_incident,imc_incidents,vmc_incidents,pct_imc,top_soe_group,top_finding,top_phase,kw_engine_failure_pct,kw_fuel_exhaustion_pct,kw_loss_of_control_pct,kw_weather_factor_pct,kw_mechanical_pct,kw_pilot_error_pct,kw_runway_excursion_pct,kw_fire_pct,kw_structural_pct,kw_bird_strike_pct,avg_severity_score_all_time,avg_severity_score_recent3yr,severity_trend,trend_delta,risk_score,risk_tier,risk_rationale,sample_probable_cause,sample_finding,gold_generated_at,incident_mkeys
115,BOEING 737,BOEING,737,AIR,TF,2.0,52,2025,2026,2,26.00,0,6,8,0.0,11.5,15.4,0,0,7,7,0.0,0.00,0,3,0.0,Runway Incursion,,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,4.56,4.56,Stable,0.00,11.60,Low,Incidents: 52 | Fatals: 0 | Destroyed: 0 | Avg severity: 4.56 | Top cause: Runway Incursion | Trend: Stable,"The abrupt application of brakes during taxi, which resulted in a sudden stop and caused a flight attendant to sustain a serious injury.",Personnel issues - Action/decision - Action - Incorrect action performance - Pilot,2026-04-03 04:05:44.842659+00:00,202708|202676|202646|202243|202334|202171|202141|202197|202072|202206|202056|202067|201946|201931|201877|202116|201867|201842|201823|201864|201062|201014|201706|201021|201857|200954|200947|200941|200817|200806|200795|200743|200675|200662|200798|200549|200659|200433|201011|202623|200554|200435|200347|200304|200830|200064|200056|200028|200059|200079|200021|200019
116,BOEING 767,BOEING,767,AIR,,,5,2025,2025,1,5.00,0,1,0,0.0,20.0,0.0,0,0,0,0,0.0,0.00,0,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.20,4.20,Stable,0.00,11.47,Low,Incidents: 5 | Fatals: 0 | Destroyed: 0 | Avg severity: 4.20 | Top cause: Unknown | Trend: Stable,,,2026-04-03 04:05:44.842659+00:00,201938|201871|201872|201013|200090
117,BOMBARDIER INC CL-600-2D24,BOMBARDIER INC,CL-600-2D24,AIR,TF,2.0,2,2025,2025,1,2.00,0,0,0,0.0,0.0,0.0,0,0,1,0,0.0,0.00,1,1,50.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.00,7.00,Stable,0.00,11.45,Low,Incidents: 2 | Fatals: 0 | Destroyed: 0 | Avg severity: 7.00 | Top cause: Unknown | Trend: Stable,An inadvertent encounter with severe turbulence during descent.,"Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on personnel, Personnel issues - Experience/knowledge - Knowledge - Knowledge of meteorologic cond - Flight crew, Personnel issues - Experience/knowledge - Knowledge - Knowledge of meteorologic cond - Cabin crew, Personnel issues - Experience/knowledge - Knowledge - Knowledge of meteorologic cond - Passenger",2026-04-03 04:05:44.842659+00:00,200627|200629
118,SCHWEIZER SGS,SCHWEIZER,"SGS 1-26B, SGS 1-26C, SGS 2-33A",GLI,,,4,2025,2025,1,4.00,0,4,0,0.0,100.0,0.0,0,0,0,0,0.0,0.00,0,3,0.0,CFIT,Personnel issues Aircraft control - Pilot,Approach,0.0,0.0,0.0,0.0,25.0,50.0,25.0,0.0,25.0,0.0,9.00,9.00,Stable,0.00,11.15,Low,Incidents: 4 | Fatals: 0 | Destroyed: 0 | Avg severity: 9.00 | Top cause: CFIT | Trend: Stable,The glider’s encounter with atmospheric conditions where the lift was not sufficient to maintain flight.,"Environmental issues - Conditions/weather/phenomena - Temp/humidity/pressure - Thermal lifting - Contributed to outcome, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Attain/maintain not possible",2026-04-03 04:05:44.842659+00:00,200737|200294|200078|200048
119,CESSNA R182,CESSNA,R182,AIR,REC,1.0,4,2025,2025,1,4.00,0,4,0,0.0,100.0,0.0,0,0,0,0,0.0,0.00,0,3,0.0,,,,0.0,0.0,0.0,0.0,75.0,75.0,0.0,0.0,0.0,0.0,9.00,9.00,Stable,0.00,11.15,Low,Incidents: 4 | Fatals: 0 | Destroyed: 0 | Avg severity: 9.00 | Top cause: Unknown | Trend: Stable,The pilot’s failure to extended to landing gear before landing.,"Personnel issues - Action/decision - Action - Lack of action - Pilot, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot, Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Not used/operated",2026-04-03 04:05:44.842659+00:00,201966|200705|200642|200380
120,PIPER PA-12,PIPER,PA-12,AIR,REC,1.0,7,2025,2026,2,3.50,0,6,0,0.0,85.7,0.0,0,0,2,4,0.0,0.00,0,4,0.0,Loss of Control (Ground),,Takeoff,0.0,0.0,0.0,0.0,14.3,14.3,0.0,0.0,0.0,0.0,11.14,11.14,Stable,0.00,10.90,Low,Incidents: 7 | Fatals: 0 | Destroyed: 0 | Avg severity: 11.14 | Top cause: Loss of Control (Ground) | Trend: Stable,The pilot’s failure to maintain clearance from trees during a go-around with a tailwind.,"Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Effect on operation, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Attain/maintain not possible",2026-04-03 04:05:44.842659+00:00,202683|202619|201068|200793|200775|200821|200321
121,STINSON 108,STINSON,108,AIR,REC,1.0,3,2025,2025,1,3.00,0,2,0,0.0,66.7,0.0,0,0,1,3,0.0,0.00,0,3,0.0,,,,0.0,0.0,0.0,0.0,0.0,66.7,0.0,0.0,0.0,0.0,12.33,12.33,Stable,0.00,10.32,Low,Incidents: 3 | Fatals: 0 | Destroyed: 0 | Avg severity: 12.33 | Top cause: Unknown | Trend: Stable,The pilot's failure to maintain obstacle clearance which resulted in an in-flight collision with a tree. Contributing to the accident was his impairment from the effects of alcohol consumption.,"Personnel issues - Physical - Impairment/incapacitation - Alcohol - Pilot, Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Environmental issues - Physical environment - Object/animal/substance - Tree(s) - Effect on equipment",2026-04-03 04:05:44.842659+00:00,200495|200324|200094
122,CESSNA A188,CESSNA,A188,AIR,,,3,2025,2025,1,3.00,0,3,0,0.0,100.0,0.0,0,0,1,0,0.0,0.00,0,1,0.0,System/Component Failure (Powerplant),,Enroute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.67,11.67,Stable,0.00,10.08,Low,Incidents: 3 | Fatals: 0 | Destroyed: 0 | Avg severity: 11.67 | Top cause: System/Component Failure (Powerplant) | Trend: Stable,,,2026-04-03 04:05:44.842659+00:00,202207|202280|202107
123,CESSNA 182Q,CESSNA,182Q,AIR,REC,1.0,3,2025,2025,1,3.00,0,3,0,0.0,100.0,0.0,0,0,2,0,0.0,0.00,0,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,11.67,11.67,Stable,0.00,10.08,Low,Incidents: 3 | Fatals: 0 | Destroyed: 0 | Avg severity: 11.67 | Top cause: Unknown | Trend: Stable,"The pilot’s failure to maintain clearance from obstacles during an aborted landing, while flying in tailwind conditions. Contributing to the accident was the high density altitude weather condition.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Climb rate - Not attained/maintained, Personnel issues - Action/decision - Action - Delayed action - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Temp/humidity/pressure - High density altitude - Effect on operation, Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Effect on operation",2026-04-03 04:05:44.842659+00:00,202453|200688|200393
124,JUST HIGHLANDER,JUST,"HIGHLANDER, Highlander",AIR,REC,1.0,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,0,0,3,0,0.0,0.00,0,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,17.00,17.00,Stable,0.00,9.95,Low,Incidents: 2 | Fatals: 0 | Destroyed: 0 | Avg severity: 17.00 | Top cause: Unknown | Trend: Stable,The pilot’s failure to maintain clearance from power lines during low-level maneuvering along a river.,"Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Environmental issues - Physical environment - Object/animal/substance - Wire - Awareness of condition",2026-04-03 04:05:44.842659+00:00,202079|201947
125,MOONEY AIRCRAFT CORP. M20K,MOONEY AIRCRAFT CORP.,M20K,AIR,REC,1.0,3,2025,2025,1,3.00,0,3,0,0.0,100.0,0.0,0,0,0,1,0.0,0.00,0,3,0.0,System/Component Failure (Powerplant),,Enroute,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,10.33,10.33,Stable,0.00,9.62,Low,Incidents: 3 | Fatals: 0 | Destroyed: 0 | Avg severity: 10.33 | Top cause: System/Component Failure (Powerplant) | Trend: Stable,"The pilot’s failure to maintain directional control during a go-around, resulting in a collision with a runway sign.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Physical environment - Object/animal/substance - Sign/marker - Effect on equipment",2026-04-03 04:05:44.842659+00:00,202109|201028|200485
126,PIPER AIRCRAFT INC PA-28-181,PIPER AIRCRAFT INC,PA-28-181,AIR,,,3,2025,2025,1,3.00,0,3,0,0.0,100.0,0.0,0,0,0,1,0.0,0.00,0,3,0.0,Abnormal Runway Contact,,Landing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.33,10.33,Stable,0.00,9.62,Low,Incidents: 3 | Fatals: 0 | Destroyed: 0 | Avg severity: 10.33 | Top cause: Abnormal Runway Contact | Trend: Stable,,,2026-04-03 04:05:44.842659+00:00,202198|202014|201024
127,CIRRUS DESIGN CORP SR20,CIRRUS DESIGN CORP,SR20,AIR,REC,1.0,6,2025,2026,2,3.00,0,6,0,0.0,100.0,0.0,0,0,0,3,0.0,0.00,0,5,0.0,System/Component Failure (Non-Powerplant),Environmental issues Tailwind - Awareness of condition,Landing,0.0,0.0,0.0,0.0,33.3,33.3,33.3,0.0,0.0,0.0,10.33,10.33,Stable,0.00,9.62,Low,Incidents: 6 | Fatals: 0 | Destroyed: 0 | Avg severity: 10.33 | Top cause: System/Component Failure (Non-Powerplant) | Trend: Stable,"The pilot’s failure to verify the wind direction and maintain an appropriate approach speed, which resulted in a long landing and subsequent runway excursion.","Personnel issues - Action/decision - Info processing/decision - Expectation/assumption - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Awareness of condition, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",2026-04-03 04:05:44.842659+00:00,202644|202225|201994|201803|200912|200976
128,BELLANCA 7GCBC,BELLANCA,7GCBC,AIR,REC,1.0,3,2025,2025,1,3.00,0,3,0,0.0,100.0,0.0,0,0,0,1,0.0,0.00,0,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,10.33,10.33,Stable,0.00,9.62,Low,Incidents: 3 | Fatals: 0 | Destroyed: 0 | Avg severity: 10.33 | Top cause: Unknown | Trend: Stable,The pilot’s inadequate flight planning and his failure to maintain aircraft control during the precautionary off-airport landing.,"Personnel issues - Task performance - Planning/preparation - Flight planning/navigation - Pilot, Environmental issues - Conditions/weather/phenomena - Light condition - (general) - Decision related to condition, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Physical environment - Terrain - Rough terrain - Effect on operation",2026-04-03 04:05:44.842659+00:00,201859|201810|200427
129,FLIGHT DESIGN GMBH CTSW,FLIGHT DESIGN GMBH,CTSW,AIR,REC,1.0,3,2025,2025,1,3.00,0,3,0,0.0,100.0,0.0,0,0,0,1,0.0,0.00,0,3,0.0,,,,0.0,0.0,0.0,0.0,0.0,66.7,0.0,0.0,0.0,0.0,10.33,10.33,Stable,0.00,9.62,Low,Incidents: 3 | Fatals: 0 | Destroyed: 0 | Avg severity: 10.33 | Top cause: Unknown | Trend: Stable,The pilot’s failure to maintain directional control during the crosswind landing.,"Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Contributed to outcome",2026-04-03 04:05:44.842659+00:00,201895|200476|200310
130,BELL HELICOPTER TEXTRON CANADA 505,BELL HELICOPTER TEXTRON CANADA,505,HELI,TS,1.0,3,2025,2025,1,3.00,0,2,0,0.0,66.7,0.0,0,0,0,3,0.0,0.00,0,2,0.0,Abnormal Runway Contact,Personnel issues Identification/recognition - Instructor/check pilot,Emergency Descent,0.0,0.0,0.0,0.0,33.3,66.7,0.0,0.0,33.3,0.0,9.67,9.67,Stable,0.00,9.38,Low,Incidents: 3 | Fatals: 0 | Destroyed: 0 | Avg severity: 9.67 | Top cause: Abnormal Runway Contact | Trend: Stable,"The pilot’s improper landing technique that allowed the helicopter’s right skid to get caught on the landing platform, which resulted in a dynamic rollover.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Lateral/bank control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",2026-04-03 04:05:44.842659+00:00,202186|201009|200106
131,AIR TRACTOR INC AT-402B,AIR TRACTOR INC,AT-402B,AIR,TP,1.0,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,0,0,1,1,0.0,0.00,0,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,15.00,15.00,Stable,0.00,9.25,Low,Incidents: 2 | Fatals: 0 | Destroyed: 0 | Avg severity: 15.00 | Top cause: Unknown | Trend: Stable,The pilot’s failure to maintain clearance with the power lines while maneuvering that resulted in an in-flight collision with the power lines and impact with terrain.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot",2026-04-03 04:05:44.842659+00:00,200593|200399
132,ROBINSON HELICOPTER R22,ROBINSON HELICOPTER,"R22, R22 BETA",HELI,REC,1.0,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,0,0,2,1,0.0,0.00,0,2,0.0,Loss of Control (Inflight),Personnel issues Aircraft control - Instructor/check pilot,Maneuvering,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,50.0,0.0,15.00,15.00,Stable,0.00,9.25,Low,Incidents: 2 | Fatals: 0 | Destroyed: 0 | Avg severity: 15.00 | Top cause: Loss of Control (Inflight) | Trend: Stable,The flight instructor’s inadequate supervision and delayed remedial action which resulted in a skid contacting the terrain. Contributing to the accident was the flight instructor’s improper judgement to allow the student pilot to manipulate the flight controls at a low altitude/hover.,"Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Instructor/check pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Not attained/maintained, Personnel issues - Action/decision - Action - Delayed action - Instructor/check pilot, Personnel issues - Psychological - Attention/monitoring - Monitoring other person - Instructor/check pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Instructor/check pilot",2026-04-03 04:05:44.842659+00:00,201908|200693
133,BEECH 95-C55,BEECH,95-C55,AIR,REC,2.0,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,0,0,1,1,0.0,0.00,0,1,0.0,Fuel,,Approach,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,15.00,15.00,Stable,0.00,9.25,Low,Incidents: 2 | Fatals: 0 | Destroyed: 0 | Avg severity: 15.00 | Top cause: Fuel | Trend: Stable,"The pilot’s inadequate preflight inspection, and inadequate inflight fuel management, which resulted in a total loss of engine power due to fuel starvation and subsequent forced landing.","Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Pilot, Personnel issues - Task performance - Inspection - Preflight inspection - Pilot, Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid management",2026-04-03 04:05:44.842659+00:00,202132|200067
134,CESSNA 172H,CESSNA,172H,AIR,REC,1.0,3,2025,2025,1,3.00,0,3,0,0.0,100.0,0.0,0,0,0,0,0.0,0.00,0,3,0.0,System/Component Failure (Powerplant),,Initial Climb,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,9.00,9.00,Stable,0.00,9.15,Low,Incidents: 3 | Fatals: 0 | Destroyed: 0 | Avg severity: 9.00 | Top cause: System/Component Failure (Powerplant) | Trend: Stable,"The pilot’s decision to land on an unsuitable landing surface with a tailwind, which resulted in a nose over. Contributing was the pilot’s failure to recognize the wind direction, resulting in a tailwind landing.","Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Effect on operation, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Soft surface - Effect on operation",2026-04-03 04:05:44.842659+00:00,200934|200503|200411
135,BELL 206B,BELL,206B,HELI,TS,1.0,3,2025,2025,1,3.00,0,3,0,0.0,100.0,0.0,0,0,0,0,0.0,0.00,0,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,9.00,9.00,Stable,0.00,9.15,Low,Incidents: 3 | Fatals: 0 | Destroyed: 0 | Avg severity: 9.00 | Top cause: Unknown | Trend: Stable,"The pilot’s failure to maintain clearance from wires while maneuvering at a low altitude, and the ground crew failure to inform the pilot that the support truck had been moved.","Environmental issues - Physical environment - Object/animal/substance - Wire - Awareness of condition, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot, Personnel issues - Action/decision - Action - Lack of action - Ground crew",2026-04-03 04:05:44.842659+00:00,200649|200449|200020
136,PIPER PA-44-180,PIPER,PA-44-180,AIR,REC,2.0,3,2025,2025,1,3.00,0,3,0,0.0,100.0,0.0,0,0,0,0,0.0,0.00,0,2,0.0,Other,,Maneuvering,0.0,0.0,0.0,0.0,33.3,33.3,0.0,0.0,0.0,0.0,9.00,9.00,Stable,0.00,9.15,Low,Incidents: 3 | Fatals: 0 | Destroyed: 0 | Avg severity: 9.00 | Top cause: Other | Trend: Stable,The flight crew’s failure to use the airplane pre-landing checklist and failure to extend the airplane’s landing gear before landing.,"Personnel issues - Task performance - Use of equip/info - Use of checklist - Flight crew, Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Not used/operated",2026-04-03 04:05:44.842659+00:00,202232|202071|200559
137,CESSNA 177,CESSNA,177,AIR,REC,1.0,4,2025,2026,2,2.00,0,4,0,0.0,100.0,0.0,0,0,1,5,0.0,0.00,0,3,0.0,,,,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,13.00,13.00,Stable,0.00,8.55,Low,Incidents: 4 | Fatals: 0 | Destroyed: 0 | Avg severity: 13.00 | Top cause: Unknown | Trend: Stable,The pilot’s failure to maintain airplane control and clearance from trees during takeoff.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Pitch control - Incorrect use/operation, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained",2026-04-03 04:05:44.842659+00:00,202654|201875|200493|200405
138,XAG P100,XAG,P100 PRO,UNMANNED,ELEC,4.0,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,0,0,1,0,0.0,0.00,0,2,0.0,Ground Handling,Personnel issues Decision making/judgment - Pilot,Takeoff,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,13.00,13.00,Stable,0.00,8.55,Low,Incidents: 2 | Fatals: 0 | Destroyed: 0 | Avg severity: 13.00 | Top cause: Ground Handling | Trend: Stable,The pilot’s failure to maintain clearance from the unmanned aircraft system during takeoff.,"Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Task environment - Physical workspace - Positioning/available space - Awareness of condition",2026-04-03 04:05:44.842659+00:00,200778|200318
139,DENNEY KITFOX,DENNEY,KITFOX,AIR,,,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,0,0,1,0,0.0,0.00,0,2,0.0,System/Component Failure (Powerplant),,Landing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.00,13.00,Stable,0.00,8.55,Low,Incidents: 2 | Fatals: 0 | Destroyed: 0 | Avg severity: 13.00 | Top cause: System/Component Failure (Powerplant) | Trend: Stable,,,2026-04-03 04:05:44.842659+00:00,201928|200756
140,AIR TRACTOR INC AT-301,AIR TRACTOR INC,AT-301,AIR,TP,1.0,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,0,0,1,0,0.0,0.00,0,2,0.0,System/Component Failure (Powerplant),,Enroute,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,13.00,13.00,Stable,0.00,8.55,Low,Incidents: 2 | Fatals: 0 | Destroyed: 0 | Avg severity: 13.00 | Top cause: System/Component Failure (Powerplant) | Trend: Stable,The pilot’s failure to maintain control of the airplane during takeoff with a tailwind from a wet turf airstrip.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Climb rate - Capability exceeded, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Soft surface - Effect on operation, Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Effect on operation",2026-04-03 04:05:44.842659+00:00,200731|200616
141,CESSNA 150J,CESSNA,150J,AIR,,,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,0,0,1,1,0.0,0.00,0,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.00,13.00,Stable,0.00,8.55,Low,Incidents: 2 | Fatals: 0 | Destroyed: 0 | Avg severity: 13.00 | Top cause: Unknown | Trend: Stable,,,2026-04-03 04:05:44.842659+00:00,200679|200298
142,PIPER PA-32R-300,PIPER,PA-32R-300,AIR,REC,1.0,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,0,0,2,0,0.0,0.00,0,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,13.00,13.00,Stable,0.00,8.55,Low,Incidents: 2 | Fatals: 0 | Destroyed: 0 | Avg severity: 13.00 | Top cause: Unknown | Trend: Stable,"The pilot’s failure to maintain proper glidepath during a night visual approach, which resulted in a collision with the runway lighting system. Contributing to the outcome was the pilot’s momentary disorientation due to glare from the runway approach lighting system.","Environmental issues - Conditions/weather/phenomena - Light condition - Glare - Effect on personnel, Environmental issues - Physical environment - Object/animal/substance - Runway/taxi/approach light - Awareness of condition, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained",2026-04-03 04:05:44.842659+00:00,201710|200386
143,GULFSTREAM AEROSPACE G-V,GULFSTREAM AEROSPACE,G-V,AIR,TF,2.0,2,2025,2025,1,2.00,0,1,1,0.0,50.0,50.0,0,0,1,0,0.0,0.00,0,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.50,11.50,Stable,0.00,8.03,Low,Incidents: 2 | Fatals: 0 | Destroyed: 0 | Avg severity: 11.50 | Top cause: Unknown | Trend: Stable,,,2026-04-03 04:05:44.842659+00:00,200936|200010
144,DIAMOND AIRCRAFT IND INC DA,DIAMOND AIRCRAFT IND INC,DA 40,AIR,REC,1.0,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,0,0,0,3,0.0,0.00,0,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,11.00,11.00,Stable,0.00,7.85,Low,Incidents: 2 | Fatals: 0 | Destroyed: 0 | Avg severity: 11.00 | Top cause: Unknown | Trend: Stable,"The flight instructor’s inadequate supervision and delayed remedial action during an unusual attitude recovery, which resulted in a descent into terrain.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Instructor/check pilot, Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Instructor/check pilot, Personnel issues - Action/decision - Action - Delayed action - Instructor/check pilot",2026-04-03 04:05:44.842659+00:00,201012|200049
145,BOEING B75N1,BOEING,B75N1,AIR,REC,1.0,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,0,0,0,2,0.0,0.00,0,2,0.0,Loss of Control (Ground),Personnel issues Aircraft control - Pilot,Landing,0.0,0.0,0.0,0.0,50.0,100.0,50.0,0.0,0.0,0.0,11.00,11.00,Stable,0.00,7.85,Low,Incidents: 2 | Fatals: 0 | Destroyed: 0 | Avg severity: 11.00 | Top cause: Loss of Control (Ground) | Trend: Stable,The pilot’s failure to maintain directional control during a takeoff roll in quartering tailwind conditions.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Effect on operation",2026-04-03 04:05:44.842659+00:00,200822|200325
146,PIPER PA-22-135,PIPER,PA-22-135,AIR,REC,1.0,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,0,0,0,1,0.0,0.00,0,2,0.0,,,,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,11.00,11.00,Stable,0.00,7.85,Low,Incidents: 2 | Fatals: 0 | Destroyed: 0 | Avg severity: 11.00 | Top cause: Unknown | Trend: Stable,"Pilot’s decision to take off from a wet and unmaintained field that was unsuitable for airplane operations, resulting in a loss of control and subsequent nose over. Contributing was the pilot’s self-induced pressure to complete the flight.","Personnel issues - Psychological - Personality/attitude - Motivation/respond to pressure - Pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Operating environment - Airport facilities/design - Runway/landing area condition - Decision related to condition, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Soft surface - Decision related to condition, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Wet surface - Decision related to condition",2026-04-03 04:05:44.842659+00:00,200437|200400
